ཨང།,ཆོས་མཚན།,,སྡེ་ཚན། སྤྱིའི་དེབ་གྲངས།,མཛད་པ་པོ།,དཔེ་བསྡུར་གྱི་ཤོག་གྲངས།,པེ་ཅིང་ཤོག་གྲངས།,སྡེ་དགེའི་ཤོག་གྲངས།,ཆོས་ཚན་ཨང།,པེ་ཅིན་བསྡོམས།,Peking pgs.,548,Peking vol.,1,,པོད་དང་པོའི་བསྡོམས།,གཉིས་པ་དང་གསུམ་པའི་བསྡོམས།,སྡེ་དགེའི་ཤོག་གྲངས།,Derge pgs.,26819,Derge vol.,45,,,,,,,,,,
228,གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་ཀྱི་ཆོ་ག,17-48,རྒྱུད། པུ།38,ཇོ་བོ་རྗེ།,519-521,ཏུ191ན-192ན,པུ176བ-177ན,,,,,,,,4,,པུ,176,b,177,a,,,,,,,,,,
229,གཙུག་ཏོར་དྲི་མ་མེད་པའི་གཟུངས་ཀྱི་ཆོ་ག,17-49,རྒྱུད། པུ།38,སློབ་དཔོན་དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,522-524,ཏུ192ན-192བ,པུ177ན-177བ,,,,,,,,0,,པུ,177,a,177,b,,,,,,,,,,
230,འཕགས་མ་རིག་མ་ཆེན་མོ་སོ་སོར་འབྲང་མའི་འཁོར་ལོ།,1-69,རྒྱུད། པུ།38,འཕགས་པ་ཀླུ་སྒྲུབ།,682-687,ཏུ243བ-245བ,པུ216ན-217བ,,,,,,,,2,,པུ,216,a,217,b,,,,,,,,,,
231,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་མདོ་སྡེའི་མན་ངག,7-11,རྒྱུད། པུ38,སློབ་དཔོན་བོ་དྷི་སཏྭ།,788-858,ཏུ285ན-322ན,པུ246ན-275ན,,,,,,,,59,,པུ,246,a,275,a,,,,,,,,,,
6,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པའི་གཟུངས་བཀླག་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་པ།,,རྒྱུད། པུ། 38,སློབ་དཔོན་བོ་དྷི་སཏྭ།,863-914,ཏུ322ན-349བ,པུ275ན-295བ,,,,,,,,40,,པུ,275,a,295,b,,,,,,,,,,
232,དེ་བཞིན་གཤེགས་པ་བདུན་གྱི་སྔོན་གྱི་སྨོན་ལམ་གྱི་ཁྱད་པར་རྒྱས་པ་ཞེས་བྱ་བའི་མདོ་སྡེ་བཀླག་ཅིང་དེ་བཞིན་གཤེགས་པ་བདུན་མཆོད་དེ། སྨོན་ལམ་གདབ་པའི་ཆོ་ག་མདོ་སྡེ་ལས་བཏུས་ཏེ་རིམ་པར་བཀླག་པ།,7-12,རྒྱུད། པུ38,སློབ་དཔོན་བོ་དྷི་སཏྭ།,918-933,ཏུ349བ-357བ,པུ295བ-301བ,,,,,,,,13,,པུ,295,b,301,b,,,,,,,,,,
233,སྒྲོལ་མའི་སྒྲུབ་ཐབས།,17-53,རྒྱུད། ཕུ།39,ཇོ་བོ་རྗེ།,627-628,ཐུ250ན4-250བ1,ཕུ202བ4-203ན1,,,,,,,,4,,ཕུ,202,b,203,a,,,,,,,,,,
234,སྒྲོལ་མའི་སྒྲུབ་ཐབས།,17-54,རྒྱུད། ཕུ།39,ཇོ་བོ་རྗེ།,629-630,ཐུ250ན1-250བ8,ཕུ203ན1-203ན6,,,,,,,,1,,ཕུ,203,a,203,a,,,,,,,,,,
235,སྒྲོལ་མའི་སྒྲུབ་ཐབས།,17-55,རྒྱུད། ཕུ།39,ཇོ་བོ་རྗེ།,631-632,ཐུ250བ8-251ན7,ཕུ203ན6-203བ3,,,,,,,,0,,ཕུ,203,a,203,b,,,,,,,,,,
236,སྒྲོལ་མའི་སྒྲུབ་ཐབས།,17-56,རྒྱུད། ཕུ།39,ཇོ་བོ་རྗེ།,633-634,ཐུ251ན7-251བ2,ཕུ203བ4-203བ7,,,,,,,,1,,ཕུ,203,b,203,b,,,,,,,,,,
237,རྟོག་པ་ལས་གསུངས་པའུ་ལྷ་མོ་རིགས་བྱེད་མའི་སྒྲུབ་པའི་ཐབས།,1-70,རྒྱུད། མུ།40,འཕགས་པ་ཀླུ་སྒྲུབ།,210-214,དུ54ན5-56ན3,མུ42བ༣-44ན༢,,,,,,,,6,,མུ,42,b,44,a,,,,,,,,,,
238,རྡོ་རྗེ་སྒྲོལ་མའི་སྒྲུབ་ཐབས།,1-71,རྒྱུད། མུ40,འཕགས་པ་ཀླུ་སྒྲུབ།,649-652,དུ175བ-176བ,མུ136བ-137ན,,,,,,,,4,,མུ,136,b,137,a,,,,,,,,,,
239,རལ་པ་གཅིག་མའི་སྒྲུབ་ཐབས།,1-72,རྒྱུད། མུ།40,འཕགས་པ་ཀླུ་སྒྲུབ།,770-772,དུ212ན7-213ན3,མུ164བ༢-165ན1,,,,,,,,4,,མུ,164,b,165,a,,,,,,,,,,
240,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྒྲུབ་ཐབས།,9-2,རྒྱུད། མུ40,འཕགས་པ་ཐོགས་མེད།,877-881,དུ239བ-241བ,མུ185ན-186བ,,,,,,,,2,,མུ,185,a,186,b,,,,,,,,,,
241,སྒྲོལ་མའི་རྟོག་པ་ལས་བྱུང་བའི་ཚིག་ལྷུག་པའི་རིགས་བྱེད་མའི་སྒྲུབ་ཐབས།,1-73,རྒྱུད། མུ40,འཕགས་པ་ཀླུ་སྒྲུབ།,918-922,དུ251བ-253བ,མུ193ན-195བ,,,,,,,,4,,མུ,193,a,195,b,,,,,,,,,,
242,ཀླུའི་དབང་ཕྱུག་རྒྱལ་པོའི་སྒྲུབ་ཐབས།,1-142,རྒྱུད། མུ།40,བདག་ཉིད་ཆེན་པོ་ཀླུ་སྒྲུབ།,1220-1225,དུ335ན-337བ,མུ257བ-259ན,,,,,,,,6,,མུ,257,b,259,a,,,,,,,,,,
243,འཕགས་པ་བྱམས་པའི་སྒྲུབ་ཐབས།,9-3,རྒྱུད། མུ40,སློབ་དཔོན་ཐོགས་མེད།,1233-1236,དུ340བ-341བ,མུ260བ-261བ,,,,,,,,3,,མུ,260,b,261,b,,,,,,,,,,
244,སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མའི་སྒྲུབ་ཐབས།,1-143,རྒྱུད། མུ།40,འཕགས་པ་ཀླུ་སྒྲུབ།,1277-1280,དུ349བ-351ན,མུ267བ-268བ,,,,,,,,3,,མུ,267,b,268,b,,,,,,,,,,
245,སྒྲོལ་མའི་སྒྲུབ་ཐབས།,17-50,རྒྱུད། མུ།40,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1444-1449,དུ414བ-417བ,མུ315ན-317ན,,,,,,,,5,,མུ,315,a,317,a,,,,,,,,,,
246,འཇིགས་པ་བརྒྱད་ལས་སྐྱོབ་པ།,,རྒྱུད། མུ།40,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1467-1469,དུ424བ-425ན,མུ322བ-323ན,,,,,,,,4,,མུ,322,b,323,a,,,,,,,,,,
247,འཕགས་མ་ལྷ་མོ་སྒྲོལ་མ་བསྒོམ་པའི་ཆོ་ག་རྒྱས་པ།,17-51,རྒྱུད། མུ།40,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1451-1465,དུ417བ-424བ,མུ317ན-322བ,,,,,,,,10,,མུ,317,a,322,b,,,,,,,,,,
248,འཇིགས་པ་བརྒྱད་ལས་སྐྱོབ་པ།,17-52,རྒྱུད། མུ།40,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1467-1469,དུ424བ2-425ན5,མུ322བ1-323ན1,,,,,,,,4,,མུ,322,b,323,a,,,,,,,,,,
249,འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ།,17-152,རྒྱུད། མུ40,སློབ་དཔོན་དཱི་པཾ་ཀ་ར།,1470-1472,དུ425ན-425བ,མུ323ན-323བ,,,,,,,,0,,མུ,323,a,323,b,,,,,,,,,,
250,འཕགས་མ་སྒྲོལ་མའི་སྒྲུབ་ཐབས།,17-153,རྒྱུད། མུ།40,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1473-1477,དུ426ན-427བ,མུ323བ-324བ,,,,,,,,3,,མུ,323,b,324,b,,,,,,,,,,
251,ཆོམ་རྗུན་བཅིང་བ།,17-154,རྒྱུད། མུ།40,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།?,1478-1479,དུ427བ5-428ན3,324བ7-325ན5,,,,,,,,4,,མུ,324,b,325,a,,,,,,,,,,
252,དེ་ཁོ་ན་ཉིད་གྲུབ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,7-3,རྒྱུད། ཙུ41,སློབ་དཔོན་ཞི་བ་འཚོ།,71-103,ནུ28ན-42བ,ཙུ26བ-39ན,,,,,,,,28,,ཙུ,26,b,39,a,,,,,,,,,,
253,དམ་ཚིག་ཐམས་ཅད་བསྡུས་པ་ཞེས་བྱ་བ།,17-57,རྒྱུད། ཚུ41,སློབ་དཔོན་དཱི་པཾ་ཀ་ར།,690-704,ནུ253བ-259བ,ཚུ43ན-49བ,,,,,,,,12,,ཚུ,43,a,49,b,,,,,,,,,,
254,ཞེན་ལོག་སྒྲོན་མ།,1-74,རྒྱུད། ཚུ།41,མཁས་པ་ཀླུ་སྒྲུབ།,734-748,ནུ270བ-276བ,ཚུ58བ-63བ,,,,,,,,11,,ཚུ,58,b,63,b,,,,,,,,,,
255,འཕགས་པ་ཚོགས་ཀྱི་བདག་པོ་ཆགས་པ་རྡོ་རྗེའི་དམ་ཚིག་གི་བསྟོད་པ་ཞེས་བྱ་བ།,17-58,རྒྱུད། ཚུ41,སློབ་དཔོན་དཱི་པཾ་ཀ་ར།,804-806,ནུ289བ-290ན,ཚུ74བ-75ན,,,,,,,,4,,ཚུ,74,b,75,a,,,,,,,,,,
256,རྒྱུད་སྣ་ཚོགས་ལས་བཏུས་པའི་གཏོར་མ་ཆོ་ག,1-145,རྒྱུད། ཚུ41,སློབ་དཔོན་ཀླུ་སྒྲུབ།,1007-1086,ནུ349ན-385ན,ཚུ130བ-160བ,,,,,,,,61,,ཚུ,130,b,160,b,,,,,,,,,,
257,བདུད་རྩི་འབྱུང་བ་ཞེས་བྱ་བའི་གཏོར་མའི་ཆོ་ག,17-59,རྒྱུད། ཚུ41,སློབ་དཔོན་དཱི་པཾ་ཀ་ར།,1246-1266,ནུ429བ-438ན,ཚུ212བ-220བ,,,,,,,,17,,ཚུ,212,b,220,b,,,,,,,,,,
258,ཆུ་གཏོར་གྱི་ཆོ་ག,17-60,རྒྱུད། ཚུ41,སློབ་དཔོན་དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1269-1272,ནུ438ན-439བ,ཚུ220བ-221བ,,,,,,,,3,,ཚུ,220,b,221,b,,,,,,,,,,
259,ཀླུ་གཏོར་གྱི་ཆོ་ག,17-61,རྒྱུད། ཚུ41,སློབ་དཔོན་དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1273-1275,ནུ439བ-440ན,ཚུ221བ-222ན,,,,,,,,4,,ཚུ,221,b,222,a,,,,,,,,,,
260,རྒྱུན་ཆགས་ཀྱི་ཚིགས་སུ་བཅད་པས་བསྟོད་པ།,,རྒྱུད། ཝུ།42,འཕགས་པ་ཀླུ་སྒྲུབ་ཀྱིས་མཛད་བཞེད།,521-526,པུ1བ-3བ,འདི་མི་གསལ།,,5,པུ,1,b,3,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
261,རྡོ་རྗེ་རྣལ་འབྱོར་མའི་སྒྲུབ་ཐབས།,,རྒྱུད། ཞུ།42,སློབ་དཔོན་དཱི་པཾ་ཀ་ར།,1220-1221,ཕུ18ན-18བ,འདི་མི་གསལ།,,2,ཕུ,18,a,18,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
262,བདག་མེད་མ་ལྷ་མོ་བཅོ་ལྔ་ལ་བསྟོད་པ།,2-17,རྒྱུད། ཞུ།42,སློབ་དཔོན་ཆེན་པོ་བསོད་སྙོམས་པ་འཕགས་པ་ལྷ།,1606-1609,ཕུ211ན-212བ,འདི་མི་གསལ།,,4,ཕུ,211,a,212,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
263,འཇིག་རྟེན་གསུམ་ལས་རྣམ་པར་རྒྱལ་བ་འཕགས་མ་སྒྲོལ་མ་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ།,1-75,རྒྱུད། ཞུ42,དགེ་སློང་ཀླུ་སྒྲུབ།,1616-1623,ཕུ214ན-217བ,འདི་མི་གསལ།,,8,ཕུ,214,a,217,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
264,གཡུའི་ཐང་མ་ཀྲས་དགུ།,1-76,རྒྱུད། ཟུ།43,མགོན་པོ་ཀླུ་སྒྲུབ།,869-883,བུ426བ4-433བ4,འདི་མི་གསལ།,,15,བུ,426,b,433,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
265,བསྡུས་པའི་རིམ་པའི་སྒྲུབ་ཐབས།,1-77,རྒྱུད། སུ།46,དཔལ་ཀླུ་སྒྲུབ།,779-802,ཞུ1བ-12ན,འདི་མི་གསལ།,,22,ཞུ,1,b,12,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
266,རྣལ་འབྱོར་ཡན་ལག་དྲུག་པ་ཞེས་བྱ་བ།,1-78,རྒྱུད། སུ།46,འཕགས་པ་ཀླུ་སྒྲུབ།,835-842,ཞུ50ན-53ན,འདི་མི་གསལ།,,7,ཞུ,50,a,53,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
267,ཤ་ཟ་གནོད་སྦྱིན་མཁའ་འགྲོ་ཀུན་ནས་འཁྱིལ་པའི་རྟོགས་པ་ལ་བྱུང་བའི་གྭ་ཐབས་ཞེས་བྱ་བ།,1-79,རྒྱུད། སུ།46,འཕགས་པ་ཀླུ་སྒྲུབ།,1147-1149,ཞུ219ན-220ན,འདི་མི་གསལ།,,3,ཞུ,219,a,220,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
268,གནོད་སྦྱིན་མ་ཀུན་ནས་འཁྱིལ་པའི་གྭ་ཐབས་ཀྱི་དོན་བསྡུས་པའི་འགྲེལ་པ།,,རྒྱུད། སུ།46,འཕགས་པ་ཀླུ་སྒྲུབ།,1150-1154,ཞུ220ན-222བ,འདི་མི་གསལ།,,6,ཞུ,220,a,222,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
269,འཕགས་པ་ཡི་གེ་དྲུག་པའི་སྒྲུབ་ཐབས།,1-62,རྒྱུད། ཧུ།47,སློབ་དཔོན་ཆེན་པོ་དཔལ་མར་མེ་མཛད།,50-52,ཟུ122བ-123ན,འདི་མི་གསལ།,,2,ཟུ,122,b,123,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
270,ཕྱག་ན་རྡོ་རྗེ་གཏུམ་པོ་ཆེན་པོ་ཁྲོས་པ་ཞེས་བྱ་བའི་སྒྲུབ་ཐབས།,1-81,རྒྱུད། ཧུ།47,སློབ་དཔོན་ཀླུ་སྒྲུབ།,96-101,ཟུ139བ-142ན,འདི་མི་གསལ།,,6,ཟུ,139,b,142,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
,གནོད་སྦྱིན་སྡེ་དཔོན་ཆེན་པོ་ལག་ན་རྡོ་རྗེ་གོས་སྔོན་ཅན་གྱི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,17-64,རྒྱུད། ཧུ།47,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,102-111,ཟུ142ན-164ན,འདི་མི་གསལ།,,45,ཟུ,142,a,164,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
271,སྔགས་ཀྱི་དོན་འཇུག་པ།,17-62,རྒྱུད། ཧུ47,སློབ་དཔོན་དཱི་པཾ་ཀ་ར།,164-168,ཟུ164བ166ན,འདི་མི་གསལ།,,4,ཟུ,164,b,166,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
272,དབང་གི་མན་ངག,17-62,རྒྱུད། ཧུ47,སློབ་དཔོན་དཱི་པཾ་ཀ་ར།,169-172,ཟུ166ན-167ན,འདི་མི་གསལ།,,3,ཟུ,166,a,167,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
273,དམ་ཚིག་སྦས་པ།,17-62,རྒྱུད། ཧུ47,སློབ་དཔོན་དཱི་པཾ་ཀ་ར།,173-176,ཟུ167ན-168ན,འདི་མི་གསལ།,,3,ཟུ,167,a,168,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
274,གཞལ་ཡས་ཁང་སྦྱིན་པ།,17-63,རྒྱུད། ཧུ།47,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,177-180,ཟུ168ན-169ན,འདི་མི་གསལ།,,3,ཟུ,168,a,169,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
275,ཆུ་གཏོར་གྱི་ཆོ་ག,17-62,རྒྱུད། ཧུ།47,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,181-183,ཟུ169ན-170ན,འདི་མི་གསལ།,,3,ཟུ,169,a,170,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
276,སྦྱིན་སྲེག་གི་ཆོ་ག,17-62,རྒྱུད། ཧུ།47,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,184-187,ཟུ170ན-171ན,འདི་མི་གསལ།,,3,ཟུ,170,a,171,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
277,ལྷ་མཆོད་པའི་རིམ་པ།,17-62,རྒྱུད། ཧུ།47,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,188-191,ཟུ171ན-172བ,འདི་མི་གསལ།,,4,ཟུ,171,a,172,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
278,ཚེ་བསྒྲུབ་པའི་ཐབས།,17-62,རྒྱུད། ཧུ།47,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,192-194,ཟུ172བ-173བ,འདི་མི་གསལ།,,3,ཟུ,172,b,173,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
279,འཆི་བ་སླུ་བ།,17-62,རྒྱུད། ཧུ།47,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,195-197,ཟུ173བ-174ན,འདི་མི་གསལ།,,2,ཟུ,173,b,174,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
280,འཆི་ཀ་མའི་བསྟན་ཆོས།,17-62,རྒྱུད། ཧུ།47,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,198-201,ཟུ174ན-175བ,འདི་མི་གསལ།,,4,ཟུ,174,a,175,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
281,རོ་བསྲེག་པའི་ཆོ་ག,17-62,རྒྱུད། ཧུ།47,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,202-205,ཟུ175བ-176བ,འདི་མི་གསལ།,,3,ཟུ,175,b,176,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
282,བདུན་ཚིགས་ཀྱི་ཆོ་ག,17-62,རྒྱུད། ཧུ།47,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,206-209,ཟུ176བ-177བ,འདི་མི་གསལ།,,3,ཟུ,176,b,177,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
283,ཚ་ཚྭའི་ཆོ་ག,17-62,རྒྱུད། ཧུ།47,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,210-213,ཟུ177བ-178བ,འདི་མི་གསལ།,,3,ཟུ,177,b,178,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
284,འཕགས་མ་སྒྲོལ་མ་ལ་བསྟོད་པ།,,རྒྱུད། ཧུ།47,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,233-235,ཟུ185ན-186ན,འདི་མི་གསལ།,,3,ཟུ,185,a,186,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
285,ཐམས་ཅད་གྲུབ་པ་དཔལ་འཕེལ་ལྷ་མོ་ལ་བསྟོད་པ།,1-82,རྒྱུད། ཧུ47,སློབ་དཔོན་ཀླུ་སྒྲུབ།,253-255,ཟུ190ན-190བ,འདི་མི་གསལ།,,2,ཟུ,190,a,190,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
286,སེང་ལྡེང་ནགས་ཀྱི་སྒྲོལ་མ་ལ་བསྟོད་པ།,1-83,རྒྱུད། ཧུ47,སློབ་དཔོན་ཀླུ་སྒྲུབ།,264-267,ཟུ194བ-196ན,འདི་མི་གསལ།,,4,ཟུ,194,b,196,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
287,ཁྲོ་བོའི་རྒྱལ་པོ་མི་གཡོ་བའི་བསྒྲུབ་པའི་ཐབས།,17-65,རྒྱུད། ཧུ།47,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,332-339,ཟུ243ན-246བ,འདི་མི་གསལ།,,8,ཟུ,243,a,246,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
288,དཔལ་ནག་པོ་ཆེན་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,1-80,རྒྱུད། ཧུ47,སློབ་དཔོན་ཀླུ་སྒྲུབ།,371-373,ཟུ258བ-259ན,འདི་མི་གསལ།,,2,ཟུ,258,b,259,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
289,ནག་པོ་ཆེན་པོ་ཕྱག་བཞི་པའི་སྒྲུབ་ཐབས།,1-84,རྒྱུད། ཨུ47,སློབ་དཔོན་ཀླུ་སྒྲུབ།,536-539,འུ13བ-14བ,འདི་མི་གསལ།,,3,ཨུ,13,b,14,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
290,ཡེ་ཤེས་མགོན་པོ་གྲི་གུག་གི་ཅན་གྱི་བདག་བསྐྱེད་བཟླས་པ་བསྟོད་པ།,,རྒྱུད། ཨུ47,ཇོ་བོ་རྗེ།,540-542,འུ14བ-16ན,འདི་མི་གསལ།,,4,ཨུ,14,b,16,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
291,མགོན་པོ་བྱ་རོག་གདོང་གི་གཏོར་མདོས།,,རྒྱུད། ཨུ47,འཕགས་པ་ཀླུ་སྒྲུབ།,619-639,འུ48བ-56ན,འདི་མི་གསལ།,,16,ཨུ,48,b,56,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
292,གླང་པོ་རིན་པོ་ཆེ་ལ་ནོར་བླང་བའི་མན་ངག་ཅེས་བྱ་བ།,1-85,རྒྱུད། ཨུ47,འཕགས་པ་ཀླུ་སྒྲུབ།,709-714,འུ80བ-82བ,འདི་མི་གསལ།,,5,ཨུ,80,b,82,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
293,ཤིན་ཏུ་མྱུར་བའི་ལྷ་ཆེན་པོ་བགེགས་ཀྱི་རྒྱལ་པོའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,,རྒྱུད། ཨུ།47,སློབ་དཔོན་དཱི་པཾ་ཀ་ར།,750-752,འུ93ན-93བ,འདི་མི་གསལ།,,2,ཨུ,93,a,93,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
294,དཔལ་ཚོགས་ཀྱི་བདག་པོ་ཞི་བའི་སྒྲུབ་ཐབས།,,རྒྱུད། ཨུ47,ཇོ་བོ་རྗེ།,768-771,འུ97ན-97བ,འདི་མི་གསལ།,,2,ཨུ,97,a,97,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
295,ཚོགས་ཀྱི་བདག་པོའི་གསང་བའི་སྒྲུབ་ཐབས་ཞེས་བྱ་བ།,,རྒྱུད། ཨུ47,སློབ་དཔོན་དཱི་པཾ་ཀ་ར།,780-783,འུ100བ-102ན,འདི་མི་གསལ།,,4,ཨུ,100,b,102,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
296,ནོར་བདག་གཙོ་འཁོར་ལྔའི་བསྟོད་པ་དབྱིག་གི་ཆར་འབེབས་ཞེས་བྱ་བ།,17-66,རྒྱུད། ཨུ།47,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,829-831,འུ117ན-117བ,འདི་མི་གསལ།,,2,ཨུ,117,a,117,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
297,ཁྲོ་བོ་རེག་ཚིག་གི་སྒྲུབ་པའི་ཐབས་ཞེས་བྱ་བ།,2-31,རྒྱུད། ཨུ47,སློབ་དཔོན་ཨརྱ་དྷེ་བ།,850-859,འུ123བ-128ན,འདི་མི་གསལ།,,10,ཨུ,123,b,128,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
298,རེག་འབིགས་མའི་སྒྲུབ་ཐབས།,2-32,རྒྱུད། ཨུ47,སློབ་དཔོན་ཨརྱ་དྷེ་བ།,860-862,འུ128ན-128བ,འདི་མི་གསལ།,,2,ཨུ,128,a,128,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
299,སྐལ་འཇོག་དབང་གི་ཆོ་ག,2-33,རྒྱུད། ཨུ47,སློབ་དཔོན་ཨརྱ་དྷེ་བ།,863-867,འུ129ན-130བ,འདི་མི་གསལ།,,4,ཨུ,129,a,130,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
300,ཁྲོ་བོ་རེག་ཚིག་གི་དམ་ཚིག་གསང་བའི་སྒྲུབ་ཐབས།,2-34,རྒྱུད། ཨུ47,སློབ་དཔོན་ཨརྱ་དྷེ་བ།,868-871,འུ130བ-131བ,འདི་མི་གསལ།,,3,ཨུ,130,b,131,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
301,ཁྲོ་བོ་རེག་ཚིག་གི་སྦྱིན་སྲེག་གི་ཆོ་ག་ཞེས་བྱ་བ།,2-35,རྒྱུད། ཨུ47,སློབ་དཔོན་ཨརྱ་དྷེ་བ།,872-875,འུ121བ-123ན,འདི་མི་གསལ།,,4,ཨུ,121,b,123,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
