ཨང།,ཆོས་མཚན།,,སྡེ་ཚན། སྤྱིའི་དེབ་གྲངས།,མཛད་པ་པོ།,དཔེ་བསྡུར་གྱི་ཤོག་གྲངས།,པེ་ཅིང་ཤོག་གྲངས།,སྡེ་དགེའི་ཤོག་གྲངས།,ཆོས་ཚན་ཨང།,པེ་ཅིན་བསྡོམས།,Peking pgs.,548,Peking vol.,1,,པོད་དང་པོའི་བསྡོམས།,གཉིས་པ་དང་གསུམ་པའི་བསྡོམས།,སྡེ་དགེའི་ཤོག་གྲངས།,Derge pgs.,26819,Derge vol.,45,,,,,,,,,,
302,ལྷ་ཆེན་པོ་གསུམ་གྱི་སྒྲུབ་ཐབས།,2-36,རྒྱུད། ཨུ47,སློབ་དཔོན་ཨརྱ་དྷེ་བ།,879-881,འུ133བ-134ན,འདི་མི་གསལ།,,2,ཨུ,133,b,134,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
303,བླ་མ་གསང་བར་སྒྲུབ་པ་ཞེས་བྱ་བ།,1-160,རྒྱུད། ཀེ47,ན་གརྫུ་ན།,896-901,ཡུ32བ-35ན,འདི་མི་གསལ།,,6,ཡུ,32,b,35,a,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
304,རྟེན་འབྲེལ་སྙིང་པོའི་སྔགས་ཐེམ་ཞིབ་མོར་བཀོད་པ།,17-175,རྒྱུད། ཀེ།47,ཨ་ཏི་ཤ།,1272-1273,ཡུ210ན4-210བ3,འདི་ཆད་འདུག,,2,ཡུ,210,a,210,b,,,དི་ཆད་འདུག,,,,,,,,,,,,,,
305,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་འགྲེལ་པ།,13-1,ཤེས་ཕྱིན། ཀ49,འཕགས་པ་གྲོལ་སྡེ།,33-500,ཀ15བ-249ན,ཀ14བ-212ན,,,,,,,,398,,ཀ,14,b,212,a,,,,,,,,,,
306,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པའི་རྣམ་པར་འགྲེལ་པ།,13-2,ཤེས་ཕྱིན། ཀ49,འཕགས་པ་གྲོལ་སྡེ།,533-967,ཁ1བ-207ན,ཁ1བ-181ན,,,,,,,,362,,ཁ,1,b,181,a,,,,,,,,,,
307,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་སྟོང་ཕྲག་ཉི་ཤུ་ལྔ་པ།,14-1,ཤེས་ཕྱིན། ག་དང་ང། ཅ་པ་སོགས་སུ་ཡོད།,སློབ་དཔོན་སེངྒེ་བཟང་པོ།,3-773དང807-1596།3-849,ག1བ1-363ན8དང་ང1བ1-353ན8། ཅ1བ1-403ན7,ག1བ1-315ན༧ དང་ང1བ1-307ན༧། ཅ1བ1-342ན6,,,,,,,,630,1294,ག,1,b,315,a,ང,1,b,307,a,ཅ,1,b,342,a
308,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བརྒྱད་སྟོང་པའི་བཤད་པ་མངོན་པར་རྟོགས་པའི་རྒྱན་གྱི་སྣང་བ་ཞེས་བྱ་བ།,14-2,ཤེས་ཕྱིན། ཆ51,སློབ་དཔོན་སེང་གེ་བཟང་པོ།,891-1729,ཆ1བ-426ན,ཆ1བ-341ན,,,,,,,,682,,ཆ,1,b,341,a,,,,,,,,,,
309,བཅོམ་ལྡན་འདས་ཡོན་ཏན་རིན་པོ་ཆེ་སྡུད་པའི་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ་ཞེས་བྱ་བ།,14-3,ཤེས་ཕྱིན། ཇ52,སློབ་དཔོན་སེང་གེ་བཟང་པོ།,3-191,ཇ1བ-93ན,ཇ1བ-78ན,,,,,,,,156,,ཇ,1,b,78,a,,,,,,,,,,
310,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ།,14-4,ཤེས་ཕྱིན། ཇ52,སློབ་དཔོན་སེང་གེ་བཟང་པོ།,205-354,ཇ93ན-161ན,ཇ78བ-140ན,,,,,,,,126,,ཇ,78,b,140,a,,,,,,,,,,
311,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་མན་ངག་གི་བསྟན་བཅོས་མངོན་པར་རྟོགས་པའི་རྒྱན་ཞེས་བྱ་བའི་འགྲེལ་པ་རྟོགས་པར་དཀའ་བའི་སྣང་བ་ཞེས་བྱ་བའི་འགྲེལ་བཤད།,,ཤེས་ཕྱིན། ཇ52,ཆོས་ཀྱི་གྲགས་པ།,362-632,ཇ161ན-289ན,ཇ140བ-254ན,,,,,,,,230,,ཇ,140,b,254,a,,,,,,,,,,
312,སྡུད་པ་ཚིགས་སུ་བཅད་པའི་དཀའ་འགྲེལ།,14-9,ཤེས་ཕྱིན། ཉ།52,སློབ་དཔོན་བུད་དྷ་ཤྲཱི་ཛྙཱ་ན།,1006-1182,ཉ135བ5-223ན8,ཉ116ན7-189བ1,,,,,,,,146,,ཉ,116,a,189,b,,,,,,,,,,
313,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་དོན་བསྡུས་སྒྲོན་མ་ཞེས་བྱ་བ།,17-67,ཤེས་ཕྱིན། ཐ།53,དཔལ་མར་མེ་ཡེ་ཤེས།,1318-1341,ཐ253ན5-262ན8,ཐ230བ1-240ན7,,,,,,,,22,,ཐ,230,b,240,a,,,,,,,,,,
314,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་འབུམ་པ་དང། ཉི་ཁྲི་ལྔ་སྟོང་པ་དང། ཁྲི་བརྒྱད་སྟོང་པའི་རྒྱ་ཆེར་བཤད་པ།,10-3,ཤེས་ཕྱིན། ཕ།55,སློབ་དཔོན་དབྱིག་གཉེན།,645-1327,ཕ1བ--333ན6,ཕ1བ1-292བ3,,,,,,,,583,,ཕ,1,b,292,b,,,,,,,,,,
315,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་མ་བསྡུས་པའི་ཚིག་ལེའུར་བྱས་པ།,11-6,ཤེས་ཕྱིན། ཕ55,ཕྱོགས་ཀྱི་གླང་པོ།,1377-1383,ཕ333ན-336ན,ཕ292བ-294བ,,,,,,,,5,,ཕ,292,b,294,b,,,,,,,,,,
316,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་བདུན་བརྒྱ་པ་རྒྱ་ཆེར་བཤད་པ།,8-27,ཤེས་ཕྱིན། མ 56,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,1030-1243,མ105ན-209བ,མ89ན-178ན,,,,,,,,179,,མ,89,a,178,a,,,,,,,,,,
317,འཕགས་པ་བཅོམ་ལྡན་འདས་མ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་དོན་བདུན་གྱི་རྒྱ་ཆེར་འགྲེལ་པ།,10-4,ཤེས་ཕྱིན། མ 56,སློབ་དཔོན་དབྱིག་གཉེན།,1255-1319,འདི་མེད།,མ178ན-203བ,,,,,,,,50,,མ,178,a,203,b,,,,,,,,,,
318,འཕགས་པ་ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པ་རྡོ་རྗེ་གཅོད་པའི་རྒྱ་ཆེར་འགྲེལ་པ།,8-17,ཤེས་ཕྱིན། མ 56,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,1321-1481,མ109བ-285བ,མ204ན-267ན,,,,,,,,127,,མ,204,a,267,a,,,,,,,,,,
319,ཤེས་རབ་ཀྱི་ཕ་རོལ་ཏུ་ཕྱིན་པའི་སྙིང་པོ་ཞེས་བྱ་བའི་འགྲེལ་པ།,8-18,ཤེས་ཕྱིན། མ 56,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,1599-1605,འདི་མེད།,མ330བ-331ན,,,,,,,,4,,མ,330,b,331,a,,,,,,,,,,
320,ཤེས་རབ་སྙིང་པོའི་རྣམ་པར་བཤད་པ།,17-68,ཤེས་ཕྱིན། མ 56,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1634-1645,མ333ན-338བ,མ313ན-317ན,,,,,,,,9,,མ,313,a,317,a,,,,,,,,,,
321,དབུ་མ་རྩ་བའི་ཚིག་ལེའུར་བྱས་པ་ཤེས་རབ་ཅེས་བྱ་བ།,1-87,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,3-46,ཙ1བ-22བ,1བ-19ན,,,,,,,,38,,,1,b,19,a,,,,,,,,,,
322,རིགས་པ་དྲུག་ཅུ་པའི་ཚིག་ལེའུར་བྱས་པ་ཞེས་བྱ་བ།,1-88,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,51-57,ཙ22-25ན,20བ-22བ,,,,,,,,5,,,20,b,22,b,,,,,,,,,,
323,ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་མདོ།,1-90,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,59-63,ཙ25ན-27ན,ཙ22བ-24ན,,,,,,,,6,,ཙ,22,b,24,a,,,,,,,,,,
324,སྟོང་པ་ཉིད་བདུན་ཅུ་པའི་ཚིག་ལེའུར་བྱས་པ་ཞེས་བྱ་བ།,1-91,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,65-72,ཙ27ན-30བ,ཙ24ན-27ན,,,,,,,,7,,ཙ,24,a,27,a,,,,,,,,,,
325,རྩོད་པ་བཟློག་པའི་ཚིག་ལེའུར་བྱས་པ་ཞེས་བྱ་བ།,1-92,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,75-81,ཙ30བ-34ན,ཙ27ན-29ན,,,,,,,,5,,ཙ,27,a,29,a,,,,,,,,,,
326,དབུ་མ་རྩ་བའི་འགྲེལ་པ་ག་ལས་འཇིགས་མེད།,1-146,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,83-257,ཙ34ན114ན,ཙ29བ-99ན,,,,,,,,142,,ཙ,29,b,99,a,,,,,,,,,,
327,ཞིབ་མོ་རྣམ་པར་འཐག་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,1-93,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,270-296,ཙ114ན-126ན,ཙ99བ-110ན,,,,,,,,24,,ཙ,99,b,110,a,,,,,,,,,,
328,སྟོང་པ་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ།,1-94,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,300-327,ཙ126ན-138ན,ཙ110ན-121ན,,,,,,,,23,,ཙ,110,a,121,a,,,,,,,,,,
329,རྩོད་པ་བཟློག་པའི་འགྲེལ་པ།,1-95,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,331-370,ཙ138ན-156ན,ཙ121ན-137ན,,,,,,,,33,,ཙ,121,a,137,a,,,,,,,,,,
330,ཐེག་པ་ཆེན་པོ་ཉི་ཤུ་པ།,1-97,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,375-378,ཙ156ན-157ན,ཙ137བ-138ན,,,,,,,,4,,ཙ,137,b,138,a,,,,,,,,,,
331,ཡི་གེ་བརྒྱ་པ།,1-98,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,379-380,ཙ157ན-157ན,ཙ138ན-138བ,,,,,,,,0,,ཙ,138,a,138,b,,,,,,,,,,
332,ཡི་གེ་བརྒྱ་པ་ཞེས་བྱ་བའི་འགྲེལ་པ།,1-99,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,381-400,ཙ157བ-165བ,ཙ138བ-146བ,,,,,,,,17,,ཙ,138,b,146,b,,,,,,,,,,
333,རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བའི་སྙིང་པོའི་ཚིག་ལེའུར་བྱས་པ།,1-100,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,402-403,ཙ165བ-166ན,ཙ146བ-146བ,,,,,,,,1,,ཙ,146,b,146,b,,,,,,,,,,
334,རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བའི་སྙིང་པོའི་རྣམ་པར་བཤད་པ།,1-101,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,405-410,ཙ166ན-168བ,ཙ146བ-149ན,,,,,,,,8,,ཙ,146,b,149,a,,,,,,,,,,
335,མ་རྟོགས་པ་རྟོགས་པར་བྱེད་པ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,1-102,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,412-415,ཙ168བ-169བ,ཙ149ན-150ན,,,,,,,,3,,ཙ,149,a,150,a,,,,,,,,,,
336,སྐྱེ་མེད་རིན་པོ་ཆེའི་མཛོད་ཅེས་བྱ་བ།,1-147,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,416-419,ཙ169བ-170བ,ཙ150ན-151ན,,,,,,,,3,,ཙ,150,a,151,a,,,,,,,,,,
337,དབུ་མ་སྲིད་པའི་འཕོ་བ་ཞེས་བྱ་བ།,1-103,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,420-423,ཙ170བ-171བ,151བ-151བ,,,,,,,,1,,,151,b,151,b,,,,,,,,,,
338,དབུ་མའི་རྩ་བའི་འགྲེལ་པ་བུདྡྷ་པཱ་ལི་ཏ།,3-1,དབུ་མ། ཙ57,སངས་རྒྱས་བསྐྱངས།,442-745,ཙ178བ-317བ,ཙ158བ-281ན,,,,,,,,248,,ཙ,158,b,281,a,,,,,,,,,,
339,རང་བཞིན་གསུམ་ལ་འཇུག་པའི་སྒྲུབ་པ།,1-104,དབུ་མ། ཙ57,འཕགས་པ་ཀླུ་སྒྲུབ།,765-770,ཙ317བ-319ན,ཙ281ན-282བ,,,,,,,,2,,ཙ,281,a,282,b,,,,,,,,,,
340,ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,2-18,དབུ་མ། ཙ57,འཕགས་པ་ལྷ།,771-773,ཙ319ན-319བ,ཙ282བ-282བ,,,,,,,,1,,ཙ,282,b,282,b,,,,,,,,,,
341,ཆ་ཤས་ཀྱི་ཡན་ལག་ཅེས་བྱ་བའི་རབ་ཏུ་བྱེད་པའི་འགྲེལ་པ།,2-19,དབུ་མ། ཙ57,སློབ་དཔོན་འཕགས་པ་ལྷ།,774-779,ཙ319བ-321ན,ཙ282བ-284ན,,,,,,,,6,,ཙ,282,b,284,a,,,,,,,,,,
342,བསྟན་བཅོས་བཞི་བརྒྱ་པ་ཞེས་བྱ་བའི་ཚིག་ལེའུར་བྱས་པ།,2-20,དབུ་མ། ཚ 57,སློབ་དཔོན་འཕགས་པ་ལྷ།,783-821,ཚ20བ-24ན,ཚ1བ-19བ,,,,,,,,37,,ཚ,1,b,19,b,,,,,,,,,,
343,འཁྲུལ་པ་བཟློག་པའི་རིགས་པ་གཏན་ཚིགས་གྲུབ་པ་ཞེས་བྱ་བ།,2-21,དབུ་མ། ཚ 57,སློབ་དཔོན་འཕགས་པ་ལྷ།,826-834,ཚ20བ-24ན,ཚ19བ-22བ,,,,,,,,7,,ཚ,19,b,22,b,,,,,,,,,,
344,རབ་ཏུ་བྱེད་པ་ལག་པའི་ཚད་ཀྱི་ཚིག་ལེའུར་བྱས་པ།,2-22,དབུ་མ། ཚ 57,སློབ་དཔོན་འཕགས་པ་ལྷ།,836-837,ཚ24ན-24བ,ཚ22བ-22བ,,,,,,,,1,,ཚ,22,b,22,b,,,,,,,,,,
345,རབ་ཏུ་བྱེད་པ་ལག་པའི་ཚད་ཀྱི་འགྲེལ་པ།,2-23,དབུ་མ། ཚ 57,སློབ་དཔོན་འཕགས་པ་ལྷ།,838-842,ཚ24བ-26བ,ཚ22བ-24ན,,,,,,,,6,,ཚ,22,b,24,a,,,,,,,,,,
346,དབུ་མ་འཁྲུལ་པ་འཇོམས་པ་ཞེས་བྱ་བ།,2-24,དབུ་མ། ཚ 57,སློབ་དཔོན་ཨཱརྱ་དེ་བ།,844-850,ཚ26བ-29ན,ཚ24ན-26བ,,,,,,,,4,,ཚ,24,a,26,b,,,,,,,,,,
347,ཡེ་ཤེས་སྙིང་པོ་ཀུན་ལས་བཏུས་པ་ཞེས་བྱ་བ།,2-25,དབུ་མ། ཚ 57,སློབ་དཔོན་འཕགས་པ་ལྷ།,851-855,ཚ29ན-31ན,ཚ26བ-38ན,,,,,,,,26,,ཚ,26,b,38,a,,,,,,,,,,
348,དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཤེས་རབ་སྒྲོལ་མ།,4-2,དབུ་མ། ཚ 57,ལེགས་ལྡན་བྱེད།,905-1454,ཚ53བ-326ན,45བ-259བ,,,,,,,,429,,,45,b,259,b,,,,,,,,,,
349,དབུ་མའི་དོན་བསྡུས་པ།,4-6,དབུ་མ། ཛ58,ལེགས་ལྡན་བྱེད།,851-853,ཛ380བ-381ན,ཛ329བ-330ན,,,,,,,,4,,ཛ,329,b,330,a,,,,,,,,,,
350,དབུ་མ་རྩ་བའི་འགྲེལ་པ་ཚིག་གསལ་བ་ཞེས་བྱ་བ།,5-8,དབུ་མ། འ60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,3-484,འ1བ-225བ,འ1བ-200ན,,,,,,,,400,,ཨ,1,b,200,a,,,,,,,,,,
351,དབུ་མ་ལ་འཇུག་པའི་ཚིག་ལེའུར་བྱས་པ།,5-9,དབུ་མ། འ60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,513-554,འ225བ-245ན,འདི་ཆད།,,40,ཨ,225,b,245,a,,,དི་ཆད།,,,,,,,,,,,,,,
352,དབུ་མ་ལ་འཇུག་པ་ཞེས་བྱ་བ།,5-10,དབུ་མ། འ60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,555-597,འ245ན-264བ,འ201བ-219ན,,,,,,,,38,,ཨ,201,b,219,a,,,,,,,,,,
353,དབུ་མ་ལ་འཇུག་པའི་བཤད་པ་ཞེས་བྱ་བ།,5-11,དབུ་མ། འ60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,600-909,འ264བ-411བ,འ220བ-348ན,,,,,,,,258,,ཨ,220,b,348,a,,,,,,,,,,
354,དབུ་མ་ཤེས་རབ་ལ་འཇུག་པ་ཞེས་བྱ་བ།,5-12,དབུ་མ། འ60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,929-931,འ411བ-414ན,འ348བ-349བ,,,,,,,,3,,ཨ,348,b,349,b,,,,,,,,,,
355,རིགས་པ་དྲུག་ཅུ་པའི་འགྲེལ་པ།,5-13,དབུ་མ། ཡ60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,935-1003,ཡ1བ-33བ,ཡ1བ-30བ,,,,,,,,59,,ཡ,1,b,30,b,,,,,,,,,,
356,བྱང་ཆུབ་སེམས་དཔའི་རྣལ་འབྱོར་སྤྱོད་པ་བཞི་བརྒྱ་པའི་རྒྱ་ཆེར་འགྲེལ་པ།,5-14,དབུ་མ། ཡ60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,1008-1496,ཡ33བ-273བ,ཡ30བ-239ན,,,,,,,,420,,ཡ,30,b,239,a,,,,,,,,,,
357,ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ།,5-15,དབུ་མ། ཡ60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,1535-1602,ཡ273བ-305བ,ཡ239བ-266བ,,,,,,,,55,,ཡ,239,b,266,b,,,,,,,,,,
358,སྟོང་ཉིད་བདུན་ཅུ་པའི་འགྲེལ་པ།,5-16,དབུ་མ། ཡ60,སློབ་དཔོན་ཟླ་བ་གྲགས་པ།,1606-1768,ཡ305བ-381བ,ཡ267ན-336བ,,,,,,,,138,,ཡ,267,a,336,b,,,,,,,,,,
359,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་ལ་འཇུག་པ།,6-1,དབུ་མ། ལ61,རྒྱལ་སྲས་ཞི་བ་ལྷ།,951-1039,ལ1བ-45ན,ལ1བ-40ན,,,,,,,,80,,ལ,1,b,40,a,,,,,,,,,,
360,བདེན་པ་གཉིས་རྣམ་པར་འབྱེད་པའི་དཀའ་འགྲེལ།,7-4,དབུ་མ། ས།62,སློབ་དཔོན་ཞི་བ་འཚོ།,793-888,ས1བ-48བ,ས15བ-52བ,,,,,,,,75,,ས,15,b,52,b,,,,,,,,,,
361,དབུ་མ་རྒྱན་གྱི་ཚིག་ལེའུར་བྱས་པ།,7-5,དབུ་མ། ས།62,སློབ་དཔོན་ཞི་བ་འཚོ།,895-904,ས48བ-52བ,ས53ན-56བ,,,,,,,,6,,ས,53,a,56,b,,,,,,,,,,
362,དབུ་མའི་རྒྱན་གྱི་འགྲེལ་པ།,7-6,དབུ་མ། ས།62,སློབ་དཔོན་ཞི་བ་འཚོ།,906-975,ས52བ-84བ,ས56བ-84ན,,,,,,,,58,,ས,56,b,84,a,,,,,,,,,,
363,དབུ་མའི་རྒྱན་གྱི་དཀའ་འགྲེལ།,8-19,དབུ་མ། ས།62,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,981-1104,ས84བ-143བ,ས84ན-132བ,,,,,,,,96,,ས,84,a,132,b,,,,,,,,,,
364,དབུ་མ་སྣང་བ་ཞེས་བྱ་བ།,8-20,དབུ་མ། ས།62,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,1114-1388,ས143བ-275ན,ས133བ-244ན,,,,,,,,224,,ས,133,b,244,a,,,,,,,,,,
365,དེ་ཁོ་ན་ཉིད་སྣང་བ་ཞེས་བྱ་བའི་རབ་ཏུ་བྱེད་པ།,8-21,དབུ་མ། ས།62,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,1404-1474,ས275ན-312ན,ས244བ-273ན,,,,,,,,60,,ས,244,b,273,a,,,,,,,,,,
366,ཆོས་ཐམས་ཅད་རང་བཞིན་མེད་པ་ཉིད་དུ་གྲུབ་པ།,8-22,དབུ་མ། ས།62,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,1479-1525,ས312ན-328ན,ས273ན-291ན,,,,,,,,37,,ས,273,a,291,a,,,,,,,,,,
367,ལྟ་བ་ཐ་དད་པ་རྣམ་པར་ཕྱེ་བ་མདོར་བསྡུས་པ།,14-5,དབུ་མ། ཨ།63,སློབ་དཔོན་དབུ་མའི་སེང་གེ།,867-882,ཧ58ན3-64བ2,ཨ1བ1-7བ6,,,,,,,,13,,ཨ,1,b,7,b,,,,,,,,,,
368,བདེན་པ་གཉིས་ལ་འཇུག་པ།,17-69,དབུ་མ། ཨ།63,མར་མེ་མཛད་ཡེ་ཤེས།,1050-1054,ཧ70ན5-71བ3,ཨ72ན3-73ན7,,,,,,,,3,,ཨ,72,a,73,a,,,,,,,,,,
269,བསྒོམ་པའི་རིམ་པ།,1-105,དབུ་མ། ཀི64,འཕགས་པ་ཀླུ་སྒྲུབ།,3-9,ཨ1བ-4བ,ཀི1བ-4ན,,,,,,,,8,,ཀི,1,b,4,a,,,,,,,,,,
370,བྱང་ཆུབ་ཀྱི་སེམས་བསྒོམ་པ།,8-23,དབུ་མ། ཀི64,ཀ་མ་ལ་ཤཱི་ལ།,49-56,འདི་ཆད།,ཀི16བ-19ན,,,,,,,,8,,ཀི,16,b,19,a,,,,,,,,,,
371,བསྒོམ་རིམ་དང་པོ།,8-24,དབུ་མ། ཀི64,ཀ་མ་ལ་ཤཱི་ལ།,65-115,ཨ22ན-45ན,ཀི22ན-41བ,,,,,,,,38,,ཀི,22,a,41,b,,,,,,,,,,
372,བསྒོམ་རིམ་བར་མ།,8-25,དབུ་མ། ཀི64,ཀ་མ་ལ་ཤཱི་ལ།,119-154,ཨ45ན-60བ,ཀི42ན-55བ,,,,,,,,26,,ཀི,42,a,55,b,,,,,,,,,,
373,བསྒོམ་རིམ་ཐ་མ།,8-26,དབུ་མ། ཀི64,ཀ་མ་ལ་ཤཱི་ལ།,158-190,ཨ60བ-74བ,ཀི55བ-68བ,,,,,,,,27,,ཀི,55,b,68,b,,,,,,,,,,
374,རྣལ་འབྱོར་བསྒོམ་པ་ལ་འཇུག་པ།,8-28,དབུ་མ། ཀི64,ཀ་མ་ལ་ཤཱི་ལ།,194-199,ཨ74བ-76བ,ཀི68བ-70བ,,,,,,,,5,,ཀི,68,b,70,b,,,,,,,,,,
375,དྲན་པ་གཅིག་པའི་མན་ངག,17-70,དབུ་མ། ཀི64,ཇོ་བོ་རྗེ།,279-282,ཨ104ན-105ན,ཀི94བ-95བ,,,,,,,,3,,ཀི,94,b,95,b,,,,,,,,,,
376,དབུ་མའི་མན་ངག་ཅེས་བྱ་བ།,17-71,དབུ་མ། ཀི།64,དཱི་པཾ་ཀ་ར།,283-286,ཨ105ན-106བ,ཀི95བ-96ན,,,,,,,,4,,ཀི,95,b,96,a,,,,,,,,,,
377,དབུ་མའི་མན་ངག་རིན་པོ་ཆེའི་ཟ་མ་ཏོག་ཁ་ཕྱེ་བ་ཞེས་བྱ་བ།,17-72,དབུ་མ། ཀི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,287-338,ཨ106བ-132བ,ཀི16བ-116བ,,,,,,,,201,,ཀི,16,b,116,b,,,,,,,,,,
378,དབུ་མའི་མན་ངག་ཅེས་བྱ་བ།,17-73,དབུ་མ། ཀི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,342-345,ཨ132བ-133བ,འདི་མི་གསལ།,,3,ཨ,132,b,133,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
379,མདོ་ཀུན་ལས་བཏུས་པ།,1-149,དབུ་མ། ཀི64,འཕགས་པ་ཀླུ་སྒྲུབ།,433-600,ཨ172བ-253ན,ཀི148བ-215ན,,,,,,,,136,,ཀི,148,b,215,a,,,,,,,,,,
380,མདོ་ཀུན་ལས་བཏུས་པའི་དོན་བསྡུས་པ།,17-74,དབུ་མ། ཀི64,དཱི་པཾ་ཀ་ར་ཤྲཱི་ཛྙཱ་ན།,949-954,ཨ395ན-397བ,ཀི338བ-340བ,,,,,,,,5,,ཀི,338,b,340,b,,,,,,,,,,
