ཨང།,ཆོས་མཚན།,,སྡེ་ཚན། སྤྱིའི་དེབ་གྲངས།,མཛད་པ་པོ།,དཔེ་བསྡུར་གྱི་ཤོག་གྲངས།,པེ་ཅིང་ཤོག་གྲངས།,སྡེ་དགེའི་ཤོག་གྲངས།,ཆོས་ཚན་ཨང།,པེ་ཅིན་བསྡོམས།,Peking pgs.,548,Peking vol.,1,,པོད་དང་པོའི་བསྡོམས།,གཉིས་པ་དང་གསུམ་པའི་བསྡོམས།,སྡེ་དགེའི་ཤོག་གྲངས།,Derge pgs.,26819,Derge vol.,45,,,,,,,,,,
381,བསླབ་པ་ཀུན་ལས་བཏུས་པའི་ཚིག་ལེའུར་བྱས་པ།,6-2,དབུ་མ། ཁི།64,ཞི་བ་ལྷ།,1004-1008,ཀི1བ-3ན,ཁི1བ-3ན,,,,,,,,6,,ཁི,1,b,3,a,,,,,,,,,,
382,བསླབ་པ་ཀུན་ལས་བཏུས་པ།,6-3,དབུ་མ། ཁི།64,སློབ་དཔོན་ཞི་བ་ལྷ།,1009-1477,ཀི3ན-225བ,ཁི3ན-194བ,,,,,,,,382,,ཁི,3,a,194,b,,,,,,,,,,
383,དེ་བཞིན་གཤེགས་པའི་སྙིང་པོ་ཡེ་གེ་བརྒྱ་པའི་བསྲུང་བ་དང་སྡིག་པ་བཤགས་པའི་ཆོ་ག,6-4,དབུ་མ། ཁི།64,སློབ་དཔོན་ཞི་བ་ལྷ།,1520-1522,ཀི225བ-226བ,ཁི194བ-195བ,,,,,,,,3,,ཁི,194,b,195,b,,,,,,,,,,
384,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་མདོ་ཙམ་གདམས་ངག་ཏུ་བྱས་པ།,17-75,དབུ་མ། ཁི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1636-1639,ཀི273ན-274,ཁི237ན-238ན,,,,,,,,3,,ཁི,237,a,238,a,,,,,,,,,,
385,བྱང་ཆུབ་ལམ་གྱི་སྒྲོན་མ།,17-76,དབུ་མ། ཁི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1641-1648,ཀི274བ-277བ,ཁི238ན-241ན,,,,,,,,7,,ཁི,238,a,241,a,,,,,,,,,,
386,བྱང་ཆུབ་ལམ་གྱི་སྒྲོལ་མའི་དཀའ་འགྲེལ་ཞེས་བྱ་བ།,17-77,དབུ་མ། ཁི།64,ཇོ་བོ་རྗེ།,1650-1775,ཀི277བ-339བ,ཁི241ན-293ན,,,,,,,,105,,ཁི,241,a,293,a,,,,,,,,,,
387,སྙིང་པོ་བསྡུས་པ་ཞེས་བྱ་བ།,17-78,དབུ་མ། ཁི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1784-1986,ཀི339བ-340ན,ཁི293ན-293བ,,,,,,,,0,,ཁི,293,a,293,b,,,,,,,,,,
388,སྙིང་པོ་ངེས་པར་བསྡུ་བ་ཞེས་བྱ་བ།,17-79,དབུ་མ། ཁི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1787-1790,ཀི340ན-341བ,ཁི293བ-294བ,,,,,,,,3,,ཁི,293,b,294,b,,,,,,,,,,
389,བྱང་ཆུབ་སེམས་དཔའི་ནོར་བུའི་ཕྲེང་བ།,17-80,དབུ་མ། ཁི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1791-1794,ཀི341བ-343ན,ཁི294བ-296ན,,,,,,,,6,,ཁི,294,b,296,a,,,,,,,,,,
390,བྱང་ཆུབ་སེམས་དཔའི་སྤྱོད་པ་མདོ་ཙམ་གདམས་ངག་ཏུ་བྱས་པ།,17-81,དབུ་མ། ཁི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1795-1798,ཀི343ན-344བ,འདི་མི་གསལ།,,4,ཀི,343,a,344,b,,,འདི་མི་གསལ།,,,,,,,,,,,,,,
391,བྱང་ཆུབ་སེམས་དཔའ་ལས་དང་པོ་པའི་ལམ་ལ་འཇུག་པ་བསྟན་པ།,17-82,དབུ་མ། ཁི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1799-1804,ཀི344བ-346བ,ཁི296ན-297བ,,,,,,,,2,,ཁི,296,a,297,b,,,,,,,,,,
392,སྐྱབས་སུ་འགྲོ་བ་བསྟན་པ།,17-83,དབུ་མ། ཁི།64,ཇོ་བོ་རྗེ།,1805-1809,ཀི346བ-348ན,ཁི297བ-299ན,,,,,,,,6,,ཁི,297,b,299,a,,,,,,,,,,
393,ཐེག་པ་ཆེན་པོའི་ལམ་གྱི་སྒྲུབ་ཐབས་ཡི་གེར་བསྡུས་པ།,17-84,དབུ་མ། ཁི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1810-1819,ཀི348ན-352ན,ཁི299ན-302བ,,,,,,,,6,,ཁི,299,a,302,b,,,,,,,,,,
394,ཐེག་པ་ཆེན་པོ་ལམ་གྱི་སྒྲུབ་ཐབས་ཤིན་ཏུ་བསྡུས་པ།,17-85,དབུ་མ། ཁི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1821-1823,ཀི352ན-353ན,ཁི302བ-303ན,,,,,,,,4,,ཁི,302,b,303,a,,,,,,,,,,
395,རང་གི་བྱ་བའི་རིམ་པ་བསྐུལ་བ་དང་བཅས་པ་ཡི་གེར་བྲིས་པ།,17-86,དབུ་མ། ཁི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1824-1827,ཀི353ན-354ན,ཁི303ན-304ན,,,,,,,,3,,ཁི,303,a,304,a,,,,,,,,,,
396,མདོའི་སྡེའི་དོན་ཀུན་ལས་བཏུས་པའི་མན་ངག,17-87,དབུ་མ། ཁི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1828-1835,ཀི354ན-356བ,ཁི304ན-306བ,,,,,,,,4,,ཁི,304,a,306,b,,,,,,,,,,
397,མི་དགེ་བ་བཅུའི་ལས་ཀྱི་ལམ་བསྟན་པ།,17-88,དབུ་མ། ཁི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1836-1839,ཀི356བ-358ན,ཁི306བ-307བ,,,,,,,,3,,ཁི,306,b,307,b,,,,,,,,,,
398,ལས་རྣམ་པར་འབྱེད་པ་ཞེས་བྱ་བ།,17-89,དབུ་མ། ཁི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1840-1852,ཀི358ན-364ན,ཁི308ན-312བ,,,,,,,,8,,ཁི,308,a,312,b,,,,,,,,,,
399,སྤྱོད་པ་བསྡུས་པའི་སྒྲོན་མ།,17-90,དབུ་མ། ཁི64,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,1854-1857,ཀི364ན-365ན,312བ-313ན,,,,,,,,4,,,312,b,313,a,,,,,,,,,,
400,མདོ་ཀུན་ལས་བཏུས་པ་ཆེན་པོ་ཞེས་བྱ་བ།,17-157,དབུ་མ། གི།65,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,3-490,ཁི1བ-231ན,གི1བ-198བ,,,,,,,,395,,གི,1,b,198,b,,,,,,,,,,
401,བྱང་ཆུབ་ཏུ་སེམས་བསྐྱེད་པའི་ཆོ་ག,1-150,དབུ་མ། གི65,འཕགས་པ་ཀླུ་སྒྲུབ།,642-648,ཁི274ན-276བ,གི237ན-239ན,,,,,,,,5,,གི,237,a,239,a,,,,,,,,,,
402,སེམས་བསྐྱེད་པ་དང་སྡོམ་པའི་ཆོ་གའི་རིམ་པ།,17-91,དབུ་མ། གི65,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,667-676,ཁི284ན-288ན,གི245ན-248བ,,,,,,,,6,,གི,245,a,248,b,,,,,,,,,,
403,གསུམ་ལ་སྐྱབས་སུ་འགྲོ་བ་བདུན་ཅུ་པ།,5-17,དབུ་མ། གི65,ཟླ་བ་གྲགས་པ།,685-692,ཁི291ན-295ན,གི241ན-253བ,,,,,,,,24,,གི,241,a,253,b,,,,,,,,,,
404,ལྟུང་བ་བཤགས་པའི་ཆོ་ག,17-92,དབུ་མ། གི65,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,700-702,ཁི297ན-297བ,གི255ན-255བ,,,,,,,,0,,གི,255,a,255,b,,,,,,,,,,
405,ཁ་ཏོན་གླེགས་བམ་ཀློག་པའི་སྔོན་དུ་བྱ་བའི་ཆོ་ག,17-93,དབུ་མ། གི65,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,703-705,ཁི304བ-305ན,གི255བ-256ན,,,,,,,,4,,གི,255,b,256,a,,,,,,,,,,
406,ཕ་རོལ་ཏུ་ཕྱིན་པའི་ཐེག་པའི་སཙྪ་གདབ་པའི་ཆོ་ག,17-94,དབུ་མ། གི65,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,706-708,ཁི301བ-302ན,གི256ན-256བ,,,,,,,,0,,གི,256,a,256,b,,,,,,,,,,
407,བླ་མའི་བྱ་བའི་རིམ་པ།,17-95,དབུ་མ། གི65,དཔལ་མར་མེ་མཛད་ཡེ་ཤེས།,709-711,ཁི302ན-303ན,གི256བ-257ན,,,,,,,,4,,གི,256,b,257,a,,,,,,,,,,
408,འཕགས་པ་དགོངས་པ་ངེས་པར་འགྲེལ་པའི་རྣམ་པར་བཤད་པ།,9-4,མདོ་སྡེ། ངི65,སློབ་དཔོན་ཐོགས་མེད།,725-750,ངི1བ-14ན,ངི1བ-11བ,,,,,,,,21,,ངི,1,b,11,b,,,,,,,,,,
409,སངས་རྒྱས་རྗེས་སུ་དྲན་པའི་འགྲེལ་པ།,9-6,མདོ་སྡེ། ངི65,སློབ་དཔོན་ཐོགས་མེད།,753-762,ངི14ན-18བ,ངི11བ-15ན,,,,,,,,10,,ངི,11,b,15,a,,,,,,,,,,
410,ཆོས་རྗེས་སུ་དྲན་པའི་འགྲེལ་པ།,9-7,མདོ་སྡེ། ངི65,སློབ་དཔོན་ཐོགས་མེད།,764-766,ངི18བ-19ན,ངི15ན-15བ,,,,,,,,0,,ངི,15,a,15,b,,,,,,,,,,
411,དགེ་འདུན་རྗེས་སུ་དྲན་པའི་བཤད་པ།,9-5,མདོ་སྡེ། ངི65,སློབ་དཔོན་ཐོགས་མེད།,767-773,ངི19ན-22ན,ངི15བ-18ན,,,,,,,,8,,ངི,15,b,18,a,,,,,,,,,,
412,འཕགས་པ་སཱ་ལུ་ལྗང་པའི་ཚིག་ལེའུར་བྱས་པ།,1-106,མདོ་སྡེ། ངི65,འཕགས་པ་ཀླུ་སྒྲུབ།,774-781,ངི22ན-25ན,ངི18ན-20བ,,,,,,,,4,,ངི,18,a,20,b,,,,,,,,,,
413,འཕགས་པ་སཱ་ལུ་ལྗང་པ་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་རྒྱ་ཆེར་བཤད་པ།,1-107,མདོ་སྡེ། ངི65,སློབ་དཔོན་ཆེན་པོ་ཀླུ་སྒྲུབ།,783-872,ངི25ན-69ན,ངི20བ-55བ,,,,,,,,71,,ངི,20,b,55,b,,,,,,,,,,
414,སངས་རྒྱས་རྗེས་སུ་དྲན་པའི་རྒྱ་ཆེར་འགྲེལ་པ།,10-5,མདོ་སྡེ། ངི65,སློབ་དཔོན་དབྱིག་གཉེན།,882-903,ངི69ན-79བ,55བ-63བ,,,,,,,,17,,,55,b,63,b,,,,,,,,,,
415,ཚིགས་སུ་བཅད་པ་གཅིག་པའི་བཤད་པ།,10-6,མདོ་སྡེ། ངི65,སློབ་དཔོན་དབྱིག་གཉེན།,905-908,ངི79བ-81ན,ངི63བ-64བ,,,,,,,,3,,ངི,63,b,64,b,,,,,,,,,,
416,འཕགས་པ་སྒོ་དྲུག་པའི་གཟུངས་ཀྱི་རྣམ་པར་བཤད་པ།,10-7,མདོ་སྡེ། ངི65,སློབ་དཔོན་དབྱིག་གཉེན།,909-912,ངི81ན-83ན,ངི64བ-66ན,,,,,,,,6,,ངི,64,b,66,a,,,,,,,,,,
417,འཕགས་པ་ཆོས་བཞི་པའི་རྣམ་པར་བཤད་པ།,10-8,མདོ་སྡེ། ངི65,སློབ་དཔོན་དབྱིག་གཉེན།,914-917,ངི83ན-84ན,ངི66ན-67བ,,,,,,,,2,,ངི,66,a,67,b,,,,,,,,,,
418,འཕགས་པ་ག་ཡ་མགོའི་རི་ཞེས་བྱ་བའི་མདོའི་རྣམ་པར་བཤད་པ།,10-10,མདོ་སྡེ། ངི65,སློབ་དཔོན་དབྱིག་གཉེན།,932-945,ངི90ན-96ན,ངི71བ-76ན,,,,,,,,12,,ངི,71,b,76,a,,,,,,,,,,
419,འཕགས་པ་ས་བཅུ་པའི་རྣམ་པར་བཤད་པ།,10-40,མདོ་སྡེ། ངི།65,སློབ་དཔོན་དབྱིག་གཉེན།,1020-1431,ངི130བ3-335ན3,ངི103བ1-266ན7,,,,,,,,328,,ངི,103,b,266,a,,,,,,,,,,
420,འཕགས་པ་བློ་གྲོས་མི་ཟད་པས་བསྟན་པ་རྒྱ་ཆེར་འགྲེལ་པ།,10-11,མདོ་སྡེ། ཅི།66,སློབ་དཔོན་དབྱིག་གཉེན།,3-661,ཅི1བ1-343ན7,ཅི1བ1-269ན7,,,,,,,,538,,ཅི,1,b,269,a,,,,,,,,,,
421,རྟེན་ཅིང་འབྲེལ་པར་འབྱུང་བ་དང་པོའི་རྣམ་པར་དབྱེ་བ་བཤད་པ།,10-21,མདོ་སྡེ། ཆི།66,སློབ་དཔོན་བ་སུ་བན་དྷུ།,717-868,ཆི1བ1-༧༡ན8,ཆི1བ1-61ན7,,,,,,,,122,,ཆི,1,b,61,a,,,,,,,,,,
422,འཕགས་པ་རྣམ་པར་མི་རྟོག་པར་འཇུག་པའི་གཟུངས་ཀྱི་རྒྱ་ཆེར་འགྲེལ་པ།,8-29,མདོ་སྡེ། ཇི།67,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,320-376,ཇི146བ-174བ,ཇི123ན-145བ,,,,,,,,44,,ཇི,123,a,145,b,,,,,,,,,,
423,འཕགས་པ་སཱ་ལུ་ལྗང་པ་མདོ་སྡེ་རྒྱ་ཆེར་འགྲེལ་པ།,8-36,མདོ་སྡེ། ཇི།67,སློབ་དཔོན་ཀ་མ་ལ་ཤཱི་ལ།,380-424,ཇི174བ-196བ,ཇི145བ-163བ,,,,,,,,37,,ཇི,145,b,163,b,,,,,,,,,,
424,འཕགས་པ་འདའ་ཀ་ཡེ་ཤེས་ཞེས་བྱ་བ་ཐེག་པ་ཆེན་པོའི་མདོའི་འགྲེལ་པ།,6-5,མདོ་སྡེ། ཇི།67,སློབ་དཔོན་ཞི་བ་ལྷ།,456-466,ཇི209བ-215ན,ཇི174ན-178ན,,,,,,,,9,,ཇི,174,a,178,a,,,,,,,,,,
425,བྱང་ཆུབ་ཀྱི་ལྟུང་བ་བཤགས་པའི་འགྲེལ་པ།,1-108,མདོ་སྡེ། ཇི།67,སློབ་དཔོན་འཕགས་པ་ཀླུ་སྒྲུབ།,468-492,ཇི215ན-227ན,ཇི178ན-187བ,,,,,,,,18,,ཇི,178,a,187,b,,,,,,,,,,
426,ལས་ཀྱི་སྒྲིབ་པ་རྣམ་པར་སྦྱོང་བའི་ཆོ་ག་བཤད་པ་ཞེས་བྱ་བ།,17-159,མདོ་སྡེ། ཇི།67,སློབ་དཔོན་དཱི་པཾ་ཀ་ར་ཤྲཱི་ཛྙཱ་ན།,514-527,ཇི236ན-342བ,ཇི194ན-198བ,,,,,,,,8,,ཇི,194,a,198,b,,,,,,,,,,
427,འཕགས་པ་བཟང་པོ་སྤྱོད་པའི་སྨོན་ལམ་གྱི་རྒྱལ་པོ་ཆེན་པོའི་བཤད་སྦྱར།,1-151,མདོ་སྡེ། ཉི།67,སློབ་དཔོན་ཀླུ་སྒྲུབ།,1182-1230,ཉི189བ-211ན,ཉི163བ-182ན,,,,,,,,40,,ཉི,163,b,182,a,,,,,,,,,,
428,ཀུན་ཏུ་བཟང་པོའི་སྤྱོད་པའི་སྨོན་ལམ་གྱི་རྒྱལ་པོའི་བཤད་པ།,11-7,མདོ་སྡེ། ཉི།67,སློབ་དཔོན་ཕྱོགས་ཀྱི་གླང་པོ།,1235-1283,ཉི211ན-231ན,ཉི182ན-201ན,,,,,,,,39,,ཉི,182,a,201,a,,,,,,,,,,
429,འཕགས་པ་བཟང་པོ་སྤྱོད་པའི་སྨོན་ལམ་གྱི་འགྲེལ་པ།,10-34,མདོ་སྡེ། ཉི།67,སློབ་དཔོན་དབྱིག་གཉེན།,1436-1482,ཉི288ན-308ན,ཉི252བ-269ན,,,,,,,,36,,ཉི,252,b,269,a,,,,,,,,,,
430,ཐེག་པ་ཆེན་པོ་རྒྱུད་བླ་མའི་བསྟན་བཅོས་རྣམ་པར་བཤད་པ།,9-9,སེམས་ཙམ། ཕི།70,སློབ་དཔོན་ཐོགས་མེད།,987-1118,ཕི74བ-135བ,ཕི74བ-129ན,,,,,,,,112,,ཕི,74,b,129,a,,,,,,,,,,
431,མདོ་སྡེའི་རྒྱན་གྱི་བཤད་པ།,10-12,སེམས་ཙམ། ཕི།71,སློབ་དཔོན་དབྱིག་གཉེན།,1131-1452,ཕི135བ-287ན,ཕི129བ-260,,,,,,,,263,,ཕི,129,b,260,,,,,,,,,,,
432,དབུས་དང་མཐའ་རྣམ་པར་འབྱེད་པའི་འགྲེལ་པ།,10-13,སེམས་ཙམ། བི།71,སློབ་དཔོན་དབྱིག་གཉེན།,3-66,བི1བ-32བ,བི1བ-27ན,,,,,,,,54,,བི,1,b,27,a,,,,,,,,,,
433,ཆོས་དང་ཆོས་ཉིད་རྣམ་པར་འབྱེད་པའི་འགྲེལ་པ།,10-14,སེམས་ཙམ། བི།71,སློབ་དཔོན་དབྱིག་གཉེན།,71-98,བི32བ-45ན,བི27བ-38བ,,,,,,,,23,,བི,27,b,38,b,,,,,,,,,,
434,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་དངོས་གཞི་ས་མང་པོ།,9-20,སེམས་ཙམ། ཚི།72,འཕགས་པ་ཐོགས་མེད།,671-1343,ཛི1བ-332ན,ཚི1བ-283ན,,,,,,,,566,,ཚི,1,b,283,a,,,,,,,,,,
435,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་ཉན་ཐོས་ཀྱི་ས།,9-21,སེམས་ཙམ། ཛི།73,འཕགས་པ་ཐོགས་མེད།,3-486,ཝི1བ-236ན,ཛི1བ-195ན,,,,,,,,390,,ཛི,1,b,195,a,,,,,,,,,,
436,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་བྱང་ཆུབ་སེམས་དཔའི་ས།,9-10,སེམས་ཙམ། ཝི།73,འཕགས་པ་ཐོགས་མེད།,525-1055,ཞི1བ-247ན,ཝི1བ-213ན,,,,,,,,426,,ཝི,1,b,213,a,,,,,,,,,,
437,རྣལ་འབྱོར་སྤྱོད་པའི་ས་རྣམ་པར་གཏན་ལ་དབབ་པ་བསྡུ་བ།,9-11-12,སེམས་ཙམ། ཞི་དང་ཟི།74,འཕགས་པ་ཐོགས་མེད།,3-700དང་747-1047,ཟི་1བ1-127ན4དང འི1བ-142བ,ཞི1བ1-༢༨༩ན7དང་ཟི1བ-127ན,,,,,,,,578,252,ཞི,1,b,289,a,ཟི,1,b,127,a,,,,,
438,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་མདོ་སྡེའི་གཞི་བསྡུ་བ།,9-13,སེམས་ཙམ། ཟི།74,འཕགས་པ་ཐོགས་མེད།,1066-1562,འི143ན-382ན,ཟི127ན-332ན,,,,,,,,411,,ཟི,127,a,332,a,,,,,,,,,,
439,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་འདུལ་བ་བསྡུ་བ།,9-23,སེམས་ཙམ། འི།75,འཕགས་པ་ཐོགས་མེད།,3-54,ཡི1བ-27ན,འི1བ-22ན,,,,,,,,44,,ཨི,1,b,22,a,,,,,,,,,,
440,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་རྣམ་གྲངས་བསྡུ་བ།,9-24,སེམས་ཙམ། འི།75,འཕགས་པ་ཐོགས་མེད།,59-123,ཡི27ན-56བ,འི22བ-47བ,,,,,,,,51,,ཨི,22,b,47,b,,,,,,,,,,
441,རྣལ་འབྱོར་སྤྱོད་པའི་ས་ལས་རྣམ་བཤད་བསྡུ་བ།,9-25,སེམས་ཙམ། འི།75,འཕགས་པ་ཐོགས་མེད།,129-184,ཡི56བ-82ན,འི47བ-68བ,,,,,,,,43,,ཨི,47,b,68,b,,,,,,,,,,
442,བྱང་ཆུབ་སེམས་དཔའི་སའི་འགྲེལ་པ།,15-1,སེམས་ཙམ། འི།75,ཡོན་ཏན་འོད།,387-492,ཡི176ན-229ན,འི141ན-182ན,,,,,,,,83,,ཨི,141,a,182,a,,,,,,,,,,
443,བྱང་ཆུབ་སེམས་དཔའི་ཚུལ་ཁྲིམས་ཀྱི་ལེའུའི་འགྲེལ་པ།,15-2,སེམས་ཙམ། འི།75,ཡོན་ཏན་འོད།,501-523,ཡི229ན-240ན,འི182ན-191ན,,,,,,,,19,,ཨི,182,a,191,a,,,,,,,,,,
444,ཐེག་པ་ཆེན་པོ་བསྡུས་པ,9-15,སེམས་ཙམ། རི།76,སློབ་དཔོན་ཐོགས་མེད།,3-107,ལི1བ-41ན,རི1བ-43ན,,,,,,,,86,,རི,1,b,43,a,,,,,,,,,,
445,ཆོས་མངོན་པ་ཀུན་ལས་བཏུས་པ།,9-16,སེམས་ཙམ། རི།76,སློབ་དཔོན་ཐོགས་མེད།,116-297,ལི51ན-141བ,རི44བ-120ན,,,,,,,,154,,རི,44,b,120,a,,,,,,,,,,
446,ཐེག་པ་ཆེན་པོ་བསྡུས་པའི་འགྲེལ་པ།,10-15,སེམས་ཙམ། རི།76,སློབ་དཔོན་དབྱིག་གཉེན།,314-490,ལི141བ-232བ,རི121བ-190ན,,,,,,,,140,,རི,121,b,190,a,,,,,,,,,,
447,དོན་གསང་བ་རྣམ་པར་ཕྱེ་བ་བསྡུས་ཏེ་བཤད་པ།,10-16,སེམས་ཙམ། རི།76,སློབ་དཔོན་དབྱིག་གཉེན། ༼དཔེ་བསྡུར་མའི་ཟུར་མཆན་དུ་སློབ་དཔོན་དབྱིག་གཉེན་མིན་པར་འཁོད་ཡོད། ༽,982-942,ལི356བ7-434ན8,རི296བ1-361ན7,,,,,,,,132,,རི,296,b,361,a,,,,,,,,,,
448,སུམ་ཅུ་པའི་ཚིག་ལེའུར་བྱས་པ།,10-17,སེམས་ཙམ། ཤི།77,སློབ་དཔོན་དབྱིག་གཉེན།,3-6,1བ-2བ,1བ-3ན,,,,,,,,6,,,1,b,3,a,,,,,,,,,,
449,ཉི་ཤུ་པའི་ཚིག་ལེའུར་བྱས་པ།,10-18,སེམས་ཙམ། ཤི།77,སློབ་དཔོན་དབྱིག་གཉེན།,8-11,སི2བ-4བ,ཤི3ན-4ན,,,,,,,,3,,ཤི,3,a,4,a,,,,,,,,,,
450,ཉི་ཤུ་པའི་འགྲེལ་པ།,10-19,སེམས་ཙམ། ཤི།77,སློབ་དཔོན་དབྱིག་གཉེན།,12-27,སི4བ-11ན,ཤི4ན-10ན,,,,,,,,13,,ཤི,4,a,10,a,,,,,,,,,,
451,རང་བཞིན་གསུམ་ངེས་པར་བསྟན་པ།,10-20,སེམས་ཙམ། ཤི།77,སློབ་དཔོན་དབྱིག་གཉེན།,29-33,སི11ན-12བ,ཤི10ན-11བ,,,,,,,,2,,ཤི,10,a,11,b,,,,,,,,,,
452,ཕུང་པོ་ལྔའི་རབ་ཏུ་བྱེད་པ།,10-22,སེམས་ཙམ། ཤི།77,སློབ་དཔོན་དབྱིག་གཉེན།,35-49,སི12བ-19ན,ཤི11བ-17ན,,,,,,,,14,,ཤི,11,b,17,a,,,,,,,,,,
453,རྣམ་པར་བཤད་པ་རིགས་པའི་མདོ་སྡེའི་དུམ་བུ་བརྒྱ།,10-23,སེམས་ཙམ། ཤི།77,སློབ་དཔོན་དབྱིག་གཉེན།,51-78,སི19ན-31བ,ཤི17བ-29ན,,,,,,,,26,,ཤི,17,b,29,a,,,,,,,,,,
454,རྣམ་པར་བཤད་པའི་རིགས་པ།,10-24,སེམས་ཙམ། ཤི།77,སློབ་དཔོན་དབྱིག་གཉེན།,81-333,སི31བ-156ན,ཤི29ན-134བ,,,,,,,,210,,ཤི,29,a,134,b,,,,,,,,,,
455,ལས་གྲུབ་པའི་རབ་ཏུ་བྱེད་པ།,10-25,སེམས་ཙམ། ཤི།77,སློབ་དཔོན་དབྱིག་གཉེན།,355-381,སི156ན-168བ,ཤི134བ-145ན,,,,,,,,24,,ཤི,134,b,145,a,,,,,,,,,,
456,ཐེག་པ་ཆེན་པོའི་ཆོས་བརྒྱ་གསལ་བའི་སྒོའི་བསྟན་བཅོས།,10-26,སེམས་ཙམ། ཤི།77,སློབ་དཔོན་དབྱིག་གཉེན་དང།,384-388,སི168བ-170ན,ཤི145ན-146བ,,,,,,,,2,,ཤི,145,a,146,b,,,,,,,,,,
457,ཕུང་པོ་ལྔའི་རྣམ་པར་འགྲེལ་པ།,15-3,སེམས་ཙམ། སི།77,ཡོན་ཏན་འོད།,669-744,ཧི67བ-101ན,སི1བ-31བ,,,,,,,,61,,སི,1,b,31,b,,,,,,,,,,
7,ཕུང་པོ་ལྔའི་བཤད་པ།,,སེམས་ཙམ། 1སི། 77,སའི་རྩ་ལག,750-1015,ཧི101ན-231ན,སི32ན-139ན,,,,,,,,215,,སི,32,a,139,a,,,,,,,,,,
458,བསམ་གཏན་གྱི་སྒྲོན་མ་ཞེས་བྱ་བའི་མན་ངག,,སེམས་ཙམ། ཧི།78,སློབ་དཔོན་ཐོགས་མེད།,312-329,ཀུ138ན-145བ,ཧི120བ-126བ,,,,,,,,13,,ཧི,120,b,126,b,,,,,,,,,,
